ID,SoundLabel,BGM1,BGM2,BGM3,BGM4,BGM5,InSoundTest,byte2,byte3,byte4,InRegionJPN,InRegionEUUS,SoundSource,SoundMixType,IconID,SoundTestBackImageBehavior,AssociatedFighters,SoundTestOrder,StageCreationOrder,StageCreationGroup,short17
756,SOUNDL0,Cus255_Nanotech,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,RosterRandom,,999,999,etc,0
757,SOUNDL1,Cus256_Nanoscale,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,RosterRandom,,999,999,etc,0
758,SOUNDL2,Cus257_PPTTYDBattle,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,RosterRandom,Mario,999,999,mario,0
759,SOUNDL3,Cus258_PPTTYDMainMenu,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,RosterRandom,Mario,999,999,mario,0
760,SOUNDL4,Cus259_PPTTYDXnaut,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,RosterRandom,Mario,999,999,mario,0
761,SOUNDL5,Cus260_PepsiMan,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,etc,RosterRandom,,999,999,etc,0
762,SOUNDL6,Cus261_HotelMarioCredits,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,RosterRandom,Mario,999,999,mario,0
763,SOUNDL7,Cus262_MeleeSariaSong,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,zelda,RosterRandom,Link,999,999,zelda,0
764,SOUNDL8,Cus263_SSBZebes,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,metroid,RosterRandom,Samus,999,999,metroid,0
765,SOUNDL9,Cus264_SSBSaffron,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,SmashOriginal,pokemon,RosterRandom,Pikachu,999,999,pokemon,0
766,SOUNDLA,Cus265_SSBSectorZ,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,SmashOriginal,starfox,RosterRandom,Fox,999,999,starfox,0
767,SOUNDLB,Cus266_MarioSonicOlympicCircuit,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,RosterRandom,Mario,999,999,mario,0
768,SOUNDLC,Cus267_MarioSonicOlympicBattlefield,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,RosterRandom,Mario,999,999,mario,0
769,SOUNDLD,Cus268_MarioSonicOlympicSnowboard,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,RosterRandom,Mario,999,999,mario,0
770,SOUNDLE,Cus269_MarioWorldAthletic,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,RosterRandom,Mario,999,999,mario,0
771,SOUNDLF,Cus270_MarioWorldOverworld,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,RosterRandom,Mario,999,999,mario,0
772,SOUNDLG,Cus271_MarioWorld2Athletic,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,yoshi,RosterRandom,Yoshi,999,999,yoshi,0
773,SOUNDLH,Cus272_MarioWorld2YoshiHouse,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,yoshi,RosterRandom,Yoshi,999,999,yoshi,0
774,SOUNDLI,Cus273_SFIIGuile,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,streetfighter,RosterRandom,Ryu,999,999,streetfighter,0
775,SOUNDLJ,Cus274_SFIIChunLi,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,streetfighter,RosterRandom,Ryu,999,999,streetfighter,0
776,SOUNDLK,Cus275_SFIIBalrog,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,streetfighter,RosterRandom,Ryu,999,999,streetfighter,0
777,SOUNDLL,Cus276_PacManGhostlyTitle,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pacman,RosterRandom,Pacman,999,999,pacman,0
778,SOUNDLM,Cus277_PersonaVMainTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,RosterRandom,,999,999,etc,0
779,SOUNDLN,Cus278_FEFatesTemporal,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fireemblem,RosterRandom,Kamui,999,999,fireemblem,0
780,SOUNDLO,CUS279_aquatic_ambiance,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,donkeykong,CharacterRandom,,999,999,donkeykong,0
781,SOUNDLP,CUS280_smash_superstars,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,smashbros,CharacterRandom,,999,999,smashbros,0
782,SOUNDLQ,CUS281_melee_remix,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,smashbros,CharacterRandom,,999,999,smashbros,0
783,SOUNDLR,CUS282_homebound,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
784,SOUNDLS,CUS283_melee_targets,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,smashbros,RosterRandom,,999,999,smashbros,0
785,SOUNDLT,CUS284_frosty_fruits,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,donkeykong,RosterRandom,,999,999,donkeykong,0
786,SOUNDLU,CUS285_shiver_mountain,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
787,SOUNDLV,CUS286_dire_eel,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,,999,999,mario,0
788,SOUNDLW,CUS287_phendrana_drifts,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,metroid,CharacterRandom,,999,999,metroid,0
789,SOUNDLX,CUS288_brawl_remix,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,smashbros,CharacterRandom,,999,999,smashbros,0
790,SOUNDLY,CUS289_central_highway_remix,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,rockman,RosterRandom,,999,999,nintendogs,0
791,SOUNDLZ,CUS290_big_blue_gx,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fzero,CharacterRandom,,999,999,fzero,0
792,SOUNDM0,CUS291_crisis_city,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
793,SOUNDM1,CUS292_bach_rider,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,etc,CharacterRandom,,999,999,etc,0
794,SOUNDM2,CUS293_mario_circuit_remix,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,,999,999,mario,0
795,SOUNDM3,CUS294_overworld_mario_land,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,,999,999,mario,0
796,SOUNDM4,CUS295_rainbow_road_medley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
797,SOUNDM5,CUS296_maple_treeway,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
798,SOUNDM6,CUS298_bowser_lava_lair,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
799,SOUNDM7,CUS297_eggman_showdown,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
800,SOUNDM8,CUS299_phase2_paper_jam,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
801,SOUNDM9,CUS300_let_mom_sleep,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
802,SOUNDMA,CUS301_VSred_remix,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,pokemon,CharacterRandom,,999,999,pokemon,0
803,SOUNDMB,CUS302_gears_grindin,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,donkeykong,CharacterRandom,,999,999,donkeykong,0
804,SOUNDMC,CUS303_fear_factory_returns,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,donkeykong,CharacterRandom,,999,999,donkeykong,0
805,SOUNDMD,CUS304_guile_remix,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,streetfighter,CharacterRandom,,999,999,streetfighter,0
806,SOUNDME,CUS305_primal_dialga,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,pokemon,CharacterRandom,,999,999,pokemon,0
808,SOUNDMG,CUS307_forest_interlude_remix,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,donkeykong,CharacterRandom,,999,999,donkeykong,0
809,SOUNDMH,CUS308_flandre,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,etc,CharacterRandom,,999,999,etc,0
810,SOUNDMI,CUS309_king_dedeDnb,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,kirby,CharacterRandom,,999,999,kirby,0
811,SOUNDMJ,CUS310_battlefield_storm,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
812,SOUNDMK,CUS311_midna_lament_remix,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,zelda,CharacterRandom,,999,999,zelda,0
813,SOUNDML,CUS312_brinstar_overgrown_remix,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,metroid,CharacterRandom,,999,999,metroid,0
814,SOUNDMM,CUS313_runda,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,metroid,CharacterRandom,,999,999,metroid,0
815,SOUNDMN,CUS314_doppelganger,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,metroid,CharacterRandom,,999,999,metroid,0
816,SOUNDMO,CUS315_fleeing_ecstasy,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,,999,999,mario,0
817,SOUNDMP,CUS316_greenhorn_forest,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,wario,CharacterRandom,,999,999,wario,0
818,SOUNDMQ,CUS317_turn_the_tides,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,donkeykong,CharacterRandom,,999,999,donkeykong,0
819,SOUNDMR,CUS318_homecoming_hijinx,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,donkeykong,CharacterRandom,,999,999,donkeykong,0
820,SOUNDMS,CUS319_encounter_abyss,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,donkeykong,CharacterRandom,,999,999,donkeykong,0
821,SOUNDMT,CUS320_throwback_galaxy,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
822,SOUNDMU,CUS321_forest_frenzy_returns,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,donkeykong,CharacterRandom,,999,999,donkeykong,0
823,SOUNDMV,CUS322_back_to_mad,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
824,SOUNDMW,CUS323_running_hell,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,RosterRandom,,999,999,etc,0
825,SOUNDMX,CUS324_star_wolf_HoH,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,starfox,CharacterRandom,,999,999,starfox,0
826,SOUNDMY,CUS325_positive_force,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
827,SOUNDMZ,CUS326_skull_fortress,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,rockman,CharacterRandom,,999,999,rockman,0
828,SOUNDN0,CUS327_club_wario,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,wario,CharacterRandom,,999,999,wario,0
829,SOUNDN1,CUS328_roller_mobster,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
830,SOUNDN2,CUS329_hurry_up,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,wario,CharacterRandom,,999,999,wario,0
831,SOUNDN3,CUS330_megalovania,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
832,SOUNDN4,CUS331_glittertown,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,wario,CharacterRandom,,999,999,wario,0
833,SOUNDN5,CUS332_s-tier,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,smashbros,CharacterRandom,,999,999,smashbros,0
834,SOUNDN6,CUS333_boss_shin_megami_IV,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
835,SOUNDN7,CUS334_big_top_bop,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,donkeykong,CharacterRandom,,999,999,donkeykong,0
836,SOUNDN8,CUS335_slipstream,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,metroid,CharacterRandom,,999,999,metroid,0
837,SOUNDN9,CUS336_ashes_to_ashes,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,metroid,CharacterRandom,,999,999,metroid,0
838,SOUNDNA,CUS337_melty_molten_galaxy,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
839,SOUNDNB,CUS338_solar_sect_mystic_wisdom,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
840,SOUNDNC,CUS339_decisive_battle,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,finalfantasy,CharacterRandom,,999,999,finalfantasy,0
841,SOUNDND,CUS340_together_we_ride,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,fireemblem,CharacterRandom,,999,999,fireemblem,0
842,SOUNDNE,CUS341_green_hill_zone_modern,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
843,SOUNDNF,CUS342_in_the_zone,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,sonic,CharacterRandom,,999,999,sonic,0
844,SOUNDNG,CUS343_windmill_isle,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
845,SOUNDNH,CUS344_sonic_racing_generations,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
846,SOUNDNI,SH2_ChemicalPlant,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,sonic,CharacterRandom,,999,999,sonic,0
847,SOUNDNJ,CUS346_rival_metal_sonic,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
848,SOUNDNK,CUS347_big_arms,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
849,SOUNDNL,CUS348_speed_highway_modern,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
850,SOUNDNM,CUS349_sky_sanctuary_modern,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
851,SOUNDNN,CUS350_dirty_kirby,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,kirby,CharacterRandom,,999,999,kirby,0
852,SOUNDNO,CUS351_unknown_persona_4,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
853,SOUNDNP,CUS352_hoenn_elite_four,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,pokemon,CharacterRandom,,999,999,pokemon,0
854,SOUNDNQ,CUS353_seeker_of_truth,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
855,SOUNDNR,CUS354_unfinished_business,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
856,SOUNDNS,CUS355_gym_leader_kanto,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,pokemon,CharacterRandom,,999,999,pokemon,0
857,SOUNDNT,CUS356_champion_cynthia_remix,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,pokemon,CharacterRandom,,999,999,pokemon,0
858,SOUNDNU,CUS357_megabyte_punch_boss,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
859,SOUNDNV,CUS358_daigo_temple_cherry,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
860,SOUNDNW,CUS359_daigo_temple_moonlight,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
861,SOUNDNX,CUS360_reveal_the_truth,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,etc,CharacterRandom,,999,999,etc,0
862,SOUNDNY,CUS361_jenova_remix,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,finalfantasy,CharacterRandom,,999,999,finalfantasy,0
863,SOUNDNZ,CUS362_polygons_are_inacccurate,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,smashbros,CharacterRandom,,999,999,smashbros,0
864,SOUNDO0,CUS363_knock_knock,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
865,SOUNDO1,CUS364_ryu_determination,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
866,SOUNDO2,CUS365_unknown,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
867,SOUNDO3,CUS366_megaman3_theme_,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,rockman,CharacterRandom,,999,999,rockman,0
868,SOUNDO4,CUS367_heart_of_fire,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
869,SOUNDO5,CUS368_greenwaves,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,etc,CharacterRandom,,999,999,etc,0
870,SOUNDO6,CUS369_volt_catfish,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,rockman,CharacterRandom,,999,999,rockman,0
871,SOUNDO7,CUS370_delfino_rearranged,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,,999,999,mario,0
872,SOUNDO8,CUS371_les_vegas,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
873,SOUNDO9,CUS372_dolphin_shoals,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
874,SOUNDOA,CUS373_never_let_up,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
875,SOUNDOB,CUS374_delfino_secret,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,,999,999,mario,0
876,SOUNDOC,CUS375_sun_rises,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
877,SOUNDOD,CUS376_hell,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
878,SOUNDOE,CUS378_time_chill,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,etc,CharacterRandom,,999,999,etc,0
879,SOUNDOF,CUS377_gateway_colloseum,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,,999,999,pokemon,0
880,SOUNDOG,CUS379_wily_remix,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,rockman,CharacterRandom,,999,999,rockman,0
881,SOUNDOH,CUS380_ryu_sfiv,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,streetfighter,CharacterRandom,,999,999,streetfighter,0
882,SOUNDOI,CUS381_outer_wall,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,etc,CharacterRandom,,999,999,etc,0
883,SOUNDOJ,CUS382_toy_block_tower,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,wario,CharacterRandom,,999,999,wario,0
884,SOUNDOK,CUS383_rock_wall,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
885,SOUNDOL,CUS384_toss_up_flat_one,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,smashbros,CharacterRandom,,999,999,smashbros,0
886,SOUNDOM,CUS385_chillin_bros,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,CharacterRandom,,999,999,smashbros,0
887,SOUNDON,CUS386_fever_remix,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,,999,999,mario,0
888,SOUNDOO,CUS387_final_battle_oot,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,zelda,CharacterRandom,,999,999,zelda,0
889,SOUNDOP,CUS388_dragon_rider,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
890,SOUNDOQ,CUS389_crowned,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,kirby,CharacterRandom,,999,999,kirby,0
891,SOUNDOR,CUS390_busted_bayou,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,donkeykong,CharacterRandom,,999,999,donkeykong,0
892,SOUNDOS,CUS391_battlerock_galaxy,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
893,SOUNDOT,CUS392_building_walls_cold,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,etc,CharacterRandom,,999,999,etc,0
894,SOUNDOU,CUS393_volcanic_rim,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,streetfighter,CharacterRandom,,999,999,streetfighter,0
895,SOUNDOV,CUS394_castle_dracula_despair,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
896,SOUNDOW,CUS395_final_antasma_battle,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
897,SOUNDOX,CUS396_en_garde,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,smashbros,CharacterRandom,,999,999,smashbros,0
898,SOUNDOY,CUS397_strong_and_strike,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
899,SOUNDOZ,CUS398_challengers,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
901,SOUNDP1,CUS400_sunshine_seaside,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,,999,999,mario,0
902,SOUNDP2,CUS401_those_who_fight_further,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,finalfantasy,CharacterRandom,,999,999,finalfantasy,0
903,SOUNDP3,CUS402_vampire_killer,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,etc,CharacterRandom,,999,999,etc,0
904,SOUNDP4,CUS403_bloody_tears,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,etc,CharacterRandom,,999,999,etc,0
905,SOUNDP5,CUS404_bounty_of_brain,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,metroid,CharacterRandom,,999,999,metroid,0
906,SOUNDP6,CUS405_koopa_castle_oc,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,,999,999,mario,0
907,SOUNDP7,CUS406_subcon,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,,999,999,mario,0
