BGMID,Title,unk1,unk2,unk3,unk4,MenuCheckPoint1,MenuCheckPoint2,MenuCheckPoint3,MenuCheckPoint4,LoopStartTime,LoopEndTime,LoopStartSample,LoopEndSample,StreamTotalDuration,StreamTotalSamples
1516,CRS32_World_Map_Battle,0,8633,180,-1,-1,-1,-1,-1,0,0,0,0,8813,423036
1517,CRS34_Tournament_Entry,0,93032,400,-1,-1,-1,-1,-1,22120,105931,1061732,5084575,105941,5085052
1519,CRS36_Tournament_Table,1,57166,400,-1,-1,-1,-1,-1,36851,88052,1768816,4226403,88062,4226880
1520,CRS38_Tournament_Result_Final,1,22456,400,-1,-1,-1,-1,-1,15564,36516,747040,1752743,36526,1753220
1521,CRS43_Order_Reward_Lost,0,7812,180,-1,-1,-1,-1,-1,0,0,0,0,7993,383687
1522,D01_MR_MainTheme,1,20397,400,-1,-1,-1,-1,-1,13538,135225,649796,6490651,135324,6495440
1523,D02_MR_Norfair,1,10792,400,-1,-1,-1,-1,-1,4368,146566,209636,7034999,146569,7035168
1524,D03_MR_Ending,1,8779,400,-1,-1,-1,-1,-1,1143,136121,54880,6533659,136123,6533744
1525,D04_SMR_VsRidley,1,8336,400,-1,-1,-1,-1,-1,1096,68486,52612,3287311,68494,3287704
1526,D05_SMR_SamusAranNoTheme,1,8696,400,-1,-1,-1,-1,-1,2947,103300,141456,4958295,103303,4958436
1527,D06_FSN_Sector1,1,6875,400,-1,-1,-1,-1,-1,3703,112117,177744,5381487,112118,5381572
1528,D08_PRM_VsParasiteQueen,1,2074,400,-1,-1,-1,-1,-1,15,78562,728,3770899,78564,3771012
1529,D09_PRM_VsMetaRidley,2,12544,400,-1,-1,-1,-1,-1,9612,65575,461384,3147535,65576,3147592
1530,D10_PRM2_MultiPlay,1,12780,400,-1,-1,-1,-1,-1,6033,168237,289576,8075227,168260,8076292
1531,D11_MR_Title,1,12546,400,-1,-1,-1,-1,-1,2414,111216,115864,5338255,111226,5338732
1532,D12_MR_Dasshutu,0,129602,400,-1,-1,-1,-1,-1,25979,143072,1246952,6867307,143082,6867784
1533,D13_PHT_PsychoBits,1,6307,400,-1,-1,-1,-1,-1,3245,71354,155764,3424903,71453,3429692
1534,D14_OTM_YougangyoBattle,0,88082,400,-1,-1,-1,-1,-1,9246,89122,443800,4277783,89132,4278260
1535,D15_OTM_HanyouTojikomeBattle,1,40168,400,-1,-1,-1,-1,-1,22040,60544,1057896,2906035,60554,2906512
1536,D16_OTM_RidleyBattle,0,107680,400,228,-1,-1,-1,-1,10178,114338,488544,5488223,114348,5488700
1537,E01_STR_Ending,0,166267,400,-1,-1,-1,-1,-1,55504,173660,2664144,8335515,173798,8342152
1541,E05_CTY_Ohanabatake,2,8869,400,-1,-1,-1,-1,-1,8345,65737,400540,3155291,66078,3171672
1542,E06_ILDS_KouyaNoTheme,0,95846,400,-1,-1,-1,-1,-1,9911,97411,475748,4675747,98003,4704140
1543,F01_AIR_AirRideMachine,1,9664,400,-1,-1,-1,-1,-1,5207,94492,249928,4535523,94542,4537932
1544,F02_KBY_DededeOuNoTheme,1,9740,400,-1,-1,-1,-1,-1,6438,98603,309036,4732839,98610,4733176
1545,F03_KBY_BossThemeMedley,1,7461,400,-1,-1,-1,-1,-1,5833,111716,279972,5362251,111717,5362308
1546,F04_YIM_ButterBuilding,1,11234,400,-1,-1,-1,-1,-1,7191,92090,345156,4420247,92292,4429936
1547,F05_SDX_GekitotsuGourmetRace,1,14675,400,-1,-1,-1,-1,-1,12018,106695,576828,5121255,106699,5121424
1548,F06_SDX_MetaKnightNoGyakushuu,1,8366,400,-1,-1,-1,-1,-1,3970,120972,190540,5806527,120985,5807144
1549,F07_SDX_VsMarx,1,6114,400,-1,-1,-1,-1,-1,3942,108505,189196,5208223,108512,5208588
1550,F08_KBY64_ZeroTwoSen,1,18833,400,-1,-1,-1,-1,-1,13494,110947,647696,5325347,110953,5325628
1553,F11_AIR_Colda,1,5206,400,-1,-1,-1,-1,-1,2617,84100,125636,4036731,84114,4037376
1554,F12_SDD_DorocheDanNoTheme,1,12927,400,-1,-1,-1,-1,-1,8369,103820,401688,4983243,103824,4983468
1555,F13_KBY_GreenGreens_ver2,1,11693,400,-1,-1,-1,-1,-1,6349,127889,304724,6138551,127899,6139028
1561,F19_YIM_ButterBuilding,0,122200,400,-1,-1,-1,-1,-1,9727,122378,466900,5874035,122388,5874512
1562,F20_SDX_DededeDaiouNoTheme,0,110863,400,406,-1,-1,-1,-1,17786,117534,853720,5641523,117544,5642000
1563,F21_SDX_DoukutsuDaiSakusen,0,124278,400,-1,-1,-1,-1,-1,7058,125321,338772,6015267,125331,6015744
1564,F22_KND_MoriShizenArea,1,13269,400,-1,-1,-1,-1,-1,10291,120008,493976,5760243,120018,5760720
1565,F24_KBYW_BoukenNoHajimari,0,95162,400,-1,-1,-1,-1,-1,5864,95940,281484,4605019,95950,4605496
1566,F25_KBYW_MoriWoNukete,2,37357,400,-1,-1,-1,-1,-1,4093,38626,196476,1853991,38725,1858780
1567,F26_TDX_FuyuuTairikuNoHanabatake,0,76490,400,-1,-1,-1,-1,-1,8711,79823,418124,3831435,79833,3831912
1568,G01_SFX_MainTheme,1,10326,400,-1,-1,-1,-1,-1,4434,118948,212828,5709367,118950,5709480
1569,G02_SFX_Corneria,0,88039,400,212,-1,-1,-1,-1,13947,88086,669452,4228055,88089,4228168
1570,G03_SFX64_MainTheme,1,11113,400,-1,-1,-1,-1,-1,7426,80026,356440,3841151,80039,3841796
1571,G04_SFX64_Area6,2,23013,400,-1,-1,-1,-1,-1,19957,65149,957936,3127151,65151,3127236
1572,G05_SFX64_StarWolf,1,29857,400,-1,-1,-1,-1,-1,28179,87127,1352540,4181995,87129,4182108
1573,G07_AST_SentouTyuuiki,1,65308,400,-1,-1,-1,-1,-1,3614,65957,173488,3165875,65986,3167248
1574,G08_AST_HyougenToppaSeyo,2,15742,400,-1,-1,-1,-1,-1,10456,66437,501900,3188891,66485,3191216
1575,G09_AST_StarWolf,0,98916,400,-1,-1,-1,-1,-1,26477,106157,1270892,5095439,106458,5109888
1576,G10_SFX_SpaceArmada,1,14756,400,-1,-1,-1,-1,-1,14423,97155,692272,4663343,98872,4745776
1577,G11_SFX64_Area6Ver2,1,28977,400,-1,-1,-1,-1,-1,28943,99532,1389220,4777415,99618,4781560
1578,G12_SFX64_StarWolf_SectorZ,1,14932,400,-1,-1,-1,-1,-1,12885,120579,618464,5787683,120589,5788160
1579,G13_SFX64_CMD_Area6_Missle,1,11936,400,-1,-1,-1,-1,-1,6723,108213,322700,5194111,108223,5194588
1580,H01_PM_MainTheme,1,25567,400,96,-1,-1,-1,-1,17023,105780,817096,5077323,105786,5077632
1581,H02_PM_PokemonCenter,1,11746,400,-1,-1,-1,-1,-1,9083,100751,435960,4835935,100753,4836020
1582,H03_PM_TokiwaHenoMichi_NibiCity,0,97914,400,-1,-1,-1,-1,-1,7091,100260,340368,4812359,100369,4817624
1583,H04_PM_PokemonGym_Shinka,0,114887,400,-1,-1,-1,-1,-1,10643,115645,510860,5550831,115646,5550916
1584,H05_RS_Sentou_YaseiPokemon,1,6667,400,-1,-1,-1,-1,-1,5280,90615,253456,4349435,91946,4413332
1585,H06_RS_ChampionRoad,1,14138,400,-1,-1,-1,-1,-1,12831,123245,615888,5915615,123484,5927096
1586,H08_DP_DialgaPalkia_YariNoHashira,0,183672,400,-1,-1,-1,-1,-1,18356,184692,881048,8865051,184747,8867656
1587,H09_DP_GingaDan,1,16179,400,-1,-1,-1,-1,-1,15588,77860,748216,3737187,77860,3737216
1588,H10_DP_209BanDouro,1,18455,400,-1,-1,-1,-1,-1,15011,87570,720496,4203275,87571,4203332
1589,H11_BW_N_Medley,0,120563,400,7129,-1,-1,-1,-1,13999,122102,671944,5860791,122112,5861268
1590,H12_BW_Sentou_Zekrom_Reshiram,1,14403,400,-1,-1,-1,-1,-1,12868,117156,617652,5623351,117166,5623828
1591,H13_XY_Sentou_Trainer,1,16662,400,-1,-1,-1,-1,-1,6680,118666,320628,5695871,118676,5696348
1593,H15_DP_Sentou_YaseiPokemon,1,6888,400,-1,-1,-1,-1,-1,2720,107105,130536,5140939,107115,5141416
1594,H16_DP_Sentou_Champion,0,123841,400,-1,-1,-1,-1,-1,6749,124679,323932,5984579,124689,5985056
1595,H18_B2W2_23banDouro,1,8644,400,-1,-1,-1,-1,-1,7228,128829,346920,6183659,128839,6184136
1596,H20_XY_Sentou_YaseiPokemon,1,42767,400,-1,-1,-1,-1,-1,9927,46633,476476,2238347,46643,2238824
1597,H21_XY_ChampionRoad,2,6719,400,-1,-1,-1,-1,-1,3717,60906,178416,2923479,60916,2923956
1598,H22_XY_Sentou_Champion,0,81549,400,-1,-1,-1,-1,-1,13018,90857,624848,4361055,90867,4361532
1599,I01_FZR_MuteCity,1,24996,400,-1,-1,-1,-1,-1,22273,115746,1069068,5555675,115747,5555732
1600,I02_FZR_WhiteLand,1,6891,400,-1,-1,-1,-1,-1,5559,145381,266840,6978131,145383,6978244
1601,I03_FZR_FireField,2,13396,400,-1,-1,-1,-1,-1,11326,68827,543620,3303607,68832,3303860
1602,I04_FZX_CarSelect,4,569,400,-1,-1,-1,-1,-1,256,20104,12292,964991,20158,967540
1603,I05_FZX_DreamChaser,2,7411,400,-1,-1,-1,-1,-1,1671,67879,80192,3258107,67928,3260460
1604,I06_FZX_DevilsCallInYourHeart,2,5970,400,-1,-1,-1,-1,-1,2539,42968,121884,2062423,43001,2064020
1605,I07_FZX_ClimbUp_AndGetTheLastChance,2,7010,400,-1,-1,-1,-1,-1,1539,50146,73864,2406963,50199,2409484
1606,I08_GX_BrainCleaner,1,13712,400,-1,-1,-1,-1,-1,13587,102099,652176,4900671,102178,4904452
1607,I09_GX_ShotgunKiss,0,124733,400,-1,-1,-1,-1,-1,7582,128870,363944,6185647,128872,6185732
1608,I10_GX_PlanetColors,1,3372,400,-1,-1,-1,-1,-1,3372,127600,161840,6124691,127609,6125084
1609,I11_FZR_MuteCity,1,13868,400,10155,-1,-1,-1,-1,10279,112953,493360,5421611,112963,5422088
1610,I12_FZR_SFC_MuteCity,1,68295,400,19579,-1,-1,-1,-1,24267,69735,1164800,3347203,69745,3347680
1612,I14_FZR_RedCanyon,1,66273,400,-1,-1,-1,-1,-1,9504,69754,456176,3348099,69763,3348576
1613,J02_FEM_Theme,1,12956,400,-1,-1,-1,-1,-1,5521,174542,264992,8377823,174543,8377880
1614,J03_FEM_AankokuRyuuMedley,1,6362,400,-1,-1,-1,-1,-1,3234,139094,155232,6676375,139127,6677944
1615,J04_GDN_MiraNoKagoToTomoni,0,120767,400,-1,-1,-1,-1,-1,6695,126697,321356,6081347,126731,6082972
1616,J06_SNK_ShingekiJunbi,1,11859,400,96,-1,-1,-1,-1,6010,122320,288484,5871235,122331,5871768
1617,J07_FNK_WinningRoad_RoyNoKibou,0,105216,400,238,-1,-1,-1,-1,13518,108814,648872,5222979,108817,5223120
1618,J08_RNK_Kougeki,0,116174,400,-1,-1,-1,-1,-1,6558,116989,314776,5615371,117016,5616632
1619,J09_SEK_AgainstTheDarkKnight,2,4609,400,-1,-1,-1,-1,-1,3671,50573,176204,2427459,50617,2429588
1620,J10_SEK_CrimeaArmySortie,1,20830,400,-1,-1,-1,-1,-1,13146,125911,631008,6043603,125919,6043968
1621,J11_SEK_PowerhungryFool,1,19909,400,-1,-1,-1,-1,-1,16678,114386,800520,5490435,114455,5493712
1622,J12_SEK_VictoryIsNear,1,61412,400,-1,-1,-1,-1,-1,2118,63014,101640,3024615,63026,3025176
1623,J13_ANM_IkeNoTheme,0,130303,400,-1,-1,-1,-1,-1,23462,137149,1126160,6582995,137182,6584592
1624,J14_KSI_I_I,1,8766,400,28680,-1,-1,-1,-1,6365,125796,305508,6038087,125896,6042904
1625,J15_GDN_Tatakai1,1,5286,400,-1,-1,-1,-1,-1,5180,119053,248640,5714435,119063,5714912
1626,J16_MNN_DeaiNoTheme,0,122275,400,-1,-1,-1,-1,-1,3039,124318,145880,5967135,124328,5967612
1627,J17_MNN_Singeki,1,9083,400,-1,-1,-1,-1,-1,2249,122252,107968,5867959,122262,5868436
1628,J18_SSK_Tougijyou,1,9104,400,-1,-1,-1,-1,-1,2303,121429,110544,5828451,121439,5828928
1630,J20_ANM_TyuugiTsukusan,1,40544,400,24,-1,-1,-1,-1,3563,43844,171024,2104479,43944,2109268
1631,J21_ANM_KekkiNoToki,2,10993,400,-1,-1,-1,-1,-1,9956,45079,477876,2163727,45079,2163728
1632,J22_KSI_Shimei_Honoo,0,129023,400,-1,-1,-1,-1,-1,6380,130100,306236,6244671,130199,6249432
1633,J23_KSI_Ensei_Honoo,1,10348,400,-1,-1,-1,-1,-1,4982,126984,239148,6095123,126994,6095600
1634,K01_MTR_Snowman,1,15923,400,-1,-1,-1,-1,-1,7484,130789,359240,6277739,130790,6277768
1635,K07_MTR_PorkyNoTheme,0,105746,400,-1,-1,-1,-1,-1,3862,105927,185388,5084407,105945,5085276
1636,K08_MTR3_AiNoTheme,1,29149,400,-1,-1,-1,-1,-1,21295,110578,1022140,5307623,110591,5308240
1637,K09_MTR3_Revenge_BukkowashiSanka,1,10020,400,-1,-1,-1,-1,-1,6684,113850,320824,5464675,114046,5474112
1639,K11_MTR_Magicant_EightMelodies,1,16242,400,1646,-1,-1,-1,-1,14084,133664,676004,6415751,133674,6416228
1640,K12_MTR2_SmileAndTears,1,9885,400,-1,-1,-1,-1,-1,5863,123106,281400,5908979,123116,5909456
1641,L01_PIK2_WorldMap,1,7770,400,-1,-1,-1,-1,-1,3017,85821,144816,4119303,85833,4119920
1642,L02_PIK_KibouNoMori,1,10618,400,-1,-1,-1,-1,-1,6399,169256,307160,8124115,169270,8124788
1643,L03_PIK_KankyouOn,0,118457,400,-1,-1,-1,-1,-1,11124,125126,533960,6005943,125840,6040216
1644,L06_PIK_MainTheme,2,13984,400,-1,-1,-1,-1,-1,2951,61969,141652,2974467,61977,2974832
1645,L07_PIK_Clear_Title,0,102016,400,-1,-1,-1,-1,-1,3344,102046,160496,4898123,102049,4898264
1646,L09_PIK2_StageSelect,1,9563,400,16149,-1,-1,-1,-1,3939,120499,189084,5783819,120509,5784296
1647,L10_PIK3_MissionMode,1,26003,400,-1,-1,-1,-1,-1,22502,114029,1080072,5473271,114029,5473272
1648,L11_PIK3_SaikaiNoHanazono,0,118645,400,-1,-1,-1,-1,-1,17080,119324,819840,5727455,119452,5733560
1649,M01_MIW_MadeInWario,1,77792,400,-1,-1,-1,-1,-1,29364,98214,1409464,4714163,99303,4766440
1650,M02_MIW_Medley,1,7397,400,-1,-1,-1,-1,-1,6979,151600,334992,7276667,152370,7313628
1651,M07_SMW_AshreyNoTheme,0,137098,400,12749,-1,-1,-1,-1,7684,139078,368816,6675619,139537,6697656
1652,M08_SMW_AshreysSong,0,137098,400,12738,-1,-1,-1,-1,7687,139082,368984,6675787,139516,6696648
1662,M19_SMW_AshreyNoTheme,1,12440,400,-1,-1,-1,-1,-1,11077,105566,531664,5067075,105576,5067552
1663,M20_WLS_1_1_1_Iseki,0,74584,400,-1,-1,-1,-1,-1,5250,77251,252000,3707983,77352,3712800
1664,N01_DNM_Title,2,6865,400,-1,-1,-1,-1,-1,5777,63811,277284,3062863,63909,3067568
1665,N02_DNM_Yuke_KekeRider,0,103432,400,-1,-1,-1,-1,-1,8744,103612,419720,4973275,103642,4974704
1666,N03_DNM_200AM,1,6918,400,-1,-1,-1,-1,-1,6798,126800,326284,6086275,126805,6086528
1667,N05_OID_JunKissa_HatoNoSu,0,91547,400,175,-1,-1,-1,-1,23213,98216,1114204,4714275,98244,4715592
1668,N06_OID_YakubaToTanukichi,0,90670,400,-1,-1,-1,-1,-1,4993,91665,239680,4399835,91682,4400648
1669,N07_DNM_KK_Urban,1,90670,400,-1,-1,-1,-1,-1,21,139123,1008,6677775,139159,6679484
1670,N08_DNM_KK_Western,1,6638,400,-1,-1,-1,-1,-1,11,131014,532,6288519,131163,6295688
1671,N09_DNM_KK_NewOrleans,1,4764,400,-1,-1,-1,-1,-1,11,131443,532,6309127,131485,6311172
1672,N10_DNM_KK_RocknRoll,1,5494,400,-1,-1,-1,-1,-1,4728,107999,226940,5183863,108018,5184760
1673,N11_DNM_KK_Eurobeat,1,10728,400,-1,-1,-1,-1,-1,10,133929,476,6428463,133957,6429808
1674,N12_DNM_KK_PeruNoUta,1,8986,400,-1,-1,-1,-1,-1,7856,95222,377076,4570579,95242,4571532
1675,N13_TBD_KotobukiLand_Medley,0,125434,400,-1,-1,-1,-1,-1,15751,132171,756028,6344071,132181,6344548
1676,N14_TBD_KappeiNoUta,1,13581,400,8168,-1,-1,-1,-1,9016,122988,432768,5903295,122998,5903772
1677,N15_MHI_Town_Main,1,3700,400,-1,-1,-1,-1,-1,3141,123144,150780,5910771,123154,5911248
1678,N16_TBD_Feild19Ji_Hare,1,22569,400,-1,-1,-1,-1,-1,16937,102542,812952,4921923,102552,4922400
1679,N18_TBD_KekeIdol,1,6739,400,-1,-1,-1,-1,-1,2157,116304,103544,5582471,116314,5582948
1680,P01_PNK_Meifukai,1,13237,400,-1,-1,-1,-1,-1,10477,116600,502880,5596667,116602,5596780
1681,P02_PNK_Title,1,16350,400,-1,-1,-1,-1,-1,4797,83702,230244,4017635,83745,4019680
1682,P03_PNK_Chijyoukai,1,12080,400,159,-1,-1,-1,-1,8270,90470,396928,4342491,90477,4342828
1683,P04_PNK_GenkyokuMedley,1,29692,400,-1,-1,-1,-1,-1,27170,126713,1304128,6082103,126781,6085352
1684,P05_SHS_SyokikaBakudanNoKyoufu,1,5156,400,-1,-1,-1,-1,-1,2986,134342,143304,6448287,134352,6448764
1687,P06_SHS_SeizokuSen,1,18288,400,-1,-1,-1,-1,-1,13535,128469,649684,6166383,128479,6166860
1688,P07_SHS_BossSen1,0,88168,400,-1,-1,-1,-1,-1,16170,94837,776160,4552071,94932,4556636
1690,P09_SHS_BlackPitNoTheme,0,105046,400,-1,-1,-1,-1,-1,2111,105797,101332,5078135,105897,5082952
1691,P11_SHS_GingaNoSeiiki,0,127921,400,-1,-1,-1,-1,-1,19885,133163,954464,6391699,133164,6391728
1692,P12_SHS_HoukaiEngeland,1,18600,400,-1,-1,-1,-1,-1,14748,123170,707868,5912059,123180,5912536
1693,P13_SHS_MagnaNoTheme,1,5215,400,-1,-1,-1,-1,-1,1413,133647,67844,6414911,133747,6419728
1695,P15_SHS_HadesNoTheme,1,16587,400,-1,-1,-1,-1,-1,0,70958,0,3405919,71058,3410708
1696,P16_SHS_RaiunNoTeien,1,5980,400,-1,-1,-1,-1,-1,1629,131105,78204,6292887,131203,6297592
1698,Q01_FC_FamicomMedley,0,135582,400,-1,-1,-1,-1,-1,5331,136896,255892,6570871,136906,6571348
1699,Q02_ROB_BlockAndGyro,1,12486,400,-1,-1,-1,-1,-1,9690,98106,465136,4709095,101296,4862228
1700,Q04_DRM_Chill,0,125405,400,-1,-1,-1,-1,-1,15089,126727,724276,6082747,126732,6083000
1701,Q05_CLU_CluCluLand,0,100724,400,-1,-1,-1,-1,-1,6039,106053,289884,5090427,106059,5090736
1702,Q07_ICE_IceClimber,1,104171,400,-1,-1,-1,-1,-1,10664,108390,511868,5202623,108393,5202764
1703,Q08_ONI_ShinOnigashima,1,11690,400,-1,-1,-1,-1,-1,9356,196859,449064,9449047,196865,9449300
1704,Q09_3HR_Title,1,11690,400,-1,-1,-1,-1,-1,16212,106047,778148,5090147,106052,5090372
1705,Q10_TRS_TypeA,0,120467,400,-1,-1,-1,-1,-1,18986,126356,911288,6064967,126730,6082916
1706,Q11_TRS_TypeB,1,67614,400,489,-1,-1,-1,-1,64442,166335,3093160,7983891,166363,7985236
1707,Q12_X_TunnelScene,1,6157,400,-1,-1,-1,-1,-1,822,100040,39452,4801803,100053,4802448
1710,Q15_BFT_Medley,1,7035,400,-1,-1,-1,-1,-1,6436,113912,308924,5467643,113922,5468120
1711,Q16_BFT_BalloonTrip,0,121332,400,-1,-1,-1,-1,-1,19201,128003,921620,6144011,128013,6144488
1712,Q17_NMJ_Medley,1,14341,400,-1,-1,-1,-1,-1,9010,115502,432460,5543999,115512,5544476
1713,Q18_PO_Running_CountDown,0,122822,400,10762,-1,-1,-1,-1,5506,124174,264264,5960247,124174,5960248
1714,Q19_DKH_Title,1,1868,400,-1,-1,-1,-1,-1,532,123854,25536,5944847,123863,5945324
1715,Q20_WCR_GameStart,1,8734,400,-1,-1,-1,-1,-1,8204,123405,393792,5923315,123415,5923792
1716,Q21_MPO_ShiaiTyuu,1,9018,400,-1,-1,-1,-1,-1,6276,122329,301252,5871655,122339,5872132
1717,Q22_PW_LightPlane,1,10801,400,-1,-1,-1,-1,-1,7033,121818,337596,5847155,121828,5847632
1718,Q23_PW_LightPlane_ver2,1,10809,400,-1,-1,-1,-1,-1,7049,121834,338352,5847911,121844,5848388
1719,Q24_WCR_BgmA,0,124000,60,-1,-1,-1,-1,-1,0,125281,0,6013363,125281,6013364
1721,Q26_PW_LightPlane,2,14399,400,-1,-1,-1,-1,-1,7026,52668,337260,2528035,52678,2528512
1723,R04_GW_FlatZone2,1,32350,400,-1,-1,-1,-1,-1,27014,123008,1296652,5904247,123021,5904892
1724,R05_MTG_MarioTennis_MarioGolf,1,14201,400,-1,-1,-1,-1,-1,12442,102053,597212,4898431,102056,4898572
1725,R06_PDP_LipNoTheme,0,115734,400,-1,-1,-1,-1,-1,15926,124162,764456,5959631,124647,5982928
1726,R07_MMG_MarionationGear,1,23710,400,-1,-1,-1,-1,-1,21611,95804,1037288,4598495,95807,4598636
1727,R08_YAJ_Title,0,75163,400,-1,-1,-1,-1,-1,3558,85385,170800,4098415,85388,4098528
1728,R09_1080_GoldenForest,1,74577,400,-1,-1,-1,-1,-1,1020,77009,48944,3696363,77010,3696420
1729,R11_SPC_WiiShopingChannel,1,6157,400,-1,-1,-1,-1,-1,6966,118272,334348,5676915,118281,5677392
1730,R12_ONT_Sentou_Boss,1,88355,400,-1,-1,-1,-1,-1,84761,168343,4068456,8080295,168353,8080772
1731,R14_EXT_ExciteTruck,1,2,400,-1,-1,-1,-1,-1,1,89142,56,4278707,89142,4278708
1732,R15_NOU_DSTraning,1,54480,400,-1,-1,-1,-1,-1,49398,146403,2371040,7027187,146791,7045808
1733,R16_WSP_OpeningTheme_Select,0,105557,400,-1,-1,-1,-1,-1,12222,106224,586656,5098631,106953,5133660
1734,R18_NTD_Shower,1,10233,400,4431,-1,-1,-1,-1,6245,123925,299740,5948263,123935,5948740
1735,R19_NTD_Shower_ver2,1,10230,400,4431,-1,-1,-1,-1,6245,123925,299768,5948263,123935,5948740
1736,R20_NGC_NigaoeHiroba,0,110659,400,-1,-1,-1,-1,-1,22026,130541,1057224,6265839,130551,6266316
1737,R21_WPO_MinorCircuit,1,5330,400,-1,-1,-1,-1,-1,0,87001,0,4175975,87001,4175976
1738,R23_XBD_GaurHeigen,1,58109,400,-1,-1,-1,-1,-1,48982,131089,2351104,6292131,131233,6299048
1739,R24_XBD_NawoKansuruMonotachi,1,26313,400,-1,-1,-1,-1,-1,22075,139333,1059576,6687855,139333,6687856
1740,R25_XBD_KiNoRitsudou,1,20154,400,-1,-1,-1,-1,-1,12061,167137,578900,8022419,167147,8022896
1741,R26_SCD2_SekaiWoSukueYuushayo,0,119354,400,-1,-1,-1,-1,-1,8738,120558,419412,5786675,120568,5787152
1742,R27_SCD2_YamiNoOu,1,9198,400,-1,-1,-1,-1,-1,6423,112022,308308,5376923,112032,5377400
1743,R28_WFT_HoopDance,1,22016,400,-1,-1,-1,-1,-1,17945,107496,861336,5159699,107506,5160176
1744,R29_WFTP_AthleticMii,1,10762,400,-1,-1,-1,-1,-1,3645,105742,174972,5075531,105752,5076008
1745,R30_WFTP_Skebo_FreeMode,1,8704,400,-1,-1,-1,-1,-1,205,112890,9856,5418615,112900,5419092
1746,R31_WSP_Title,1,7272,400,-1,-1,-1,-1,-1,6636,123711,318528,5938015,123721,5938492
1747,R32_WSR_Title,1,13707,400,-1,-1,-1,-1,-1,4257,108587,204316,5212059,108597,5212536
1748,R33_WSR_Title_ver2,1,28354,400,-1,-1,-1,-1,-1,27931,123932,1340640,5948627,123942,5949104
1749,R34_BT2_TheValedictoryElegy,1,14014,400,-1,-1,-1,-1,-1,11414,120198,547876,5769371,120208,5769848
1750,R35_HNE_BattleAreaA_Greecce,0,117504,400,13732,-1,-1,-1,-1,14665,118917,703920,5707911,118927,5708388
1752,R37_HSZ_Boss1,1,10982,400,-1,-1,-1,-1,-1,7059,125297,338828,6014119,125307,6014596
1753,R38_IKI_MainTheme,1,5033,400,-1,-1,-1,-1,-1,4135,116536,198464,5593615,116546,5594092
1754,R39_PWR_Hikouki,1,18798,400,295,-1,-1,-1,-1,13220,133223,634564,6394555,133233,6395032
1755,R40_PWR_HangGlider,1,7754,400,-1,-1,-1,-1,-1,6938,120619,333004,5789615,120629,5790092
1756,R41_CCT_Opening,1,15336,400,-1,-1,-1,-1,-1,11338,112674,544236,5408227,112684,5408704
1757,R42_NLD_Title,1,7313,400,-1,-1,-1,-1,-1,4659,121117,223636,5813499,121127,5813976
1758,R43_WGF_Title,1,7313,400,-1,-1,-1,-1,-1,1759,104120,84448,4997635,104130,4998112
1759,R44_WFT_RhythmBoxing,0,179000,30,-1,-1,-1,-1,-1,0,179773,0,8628927,179773,8628928
1760,R45_WFTP_SegwayChallange_Tyuukyuu,1,46384,400,-1,-1,-1,-1,-1,5049,47050,242340,2258339,47149,2263128
1761,R46_WFTU_Luge,1,12288,400,-1,-1,-1,-1,-1,11054,91901,530600,4411175,91911,4411652
1762,R47_WPTU_Theme_1,1,9372,400,-1,-1,-1,-1,-1,3269,67270,156912,3228903,67281,3229408
1763,R48_WSR_Title,1,19600,400,-1,-1,-1,-1,-1,18860,96281,905268,4621371,96381,4626188
1764,R50_SBG_BosskyuuMonsterBattle,1,12308,400,-1,-1,-1,-1,-1,12771,80945,612976,3885279,80955,3885756
1765,R51_CAP_MacNoUta,1,10428,400,-1,-1,-1,-1,-1,2116,108318,101556,5199179,108418,5203968
1766,R52_BBDX_Performance,1,70219,400,-1,-1,-1,-1,-1,35285,86495,1693636,4151671,86505,4152148
1767,R53_PO_SplashScreen,0,134335,400,-1,-1,-1,-1,-1,6000,135002,287980,6479955,135102,6484772
1768,R54_PO_WorldCircuitFight,2,41572,400,-1,-1,-1,-1,-1,27106,63812,1301048,3062919,63911,3067680
1769,R55_XBD_TekiTonoTaiji,1,73667,400,6251,-1,-1,-1,-1,56870,145158,2729748,6967603,145168,6968080
1770,R56_XBD_Sentou,1,43072,400,-1,-1,-1,-1,-1,40532,148534,1945496,7129471,148544,7129948
1771,R57_XBD_GaurHeigen_Yoru,1,15326,400,-1,-1,-1,-1,-1,671,104664,32228,5023787,104765,5028632
1772,R58_XBD_YukuteWoHabamuMono,1,26453,400,-1,-1,-1,-1,-1,16551,113795,794444,5462043,113796,5462072
1773,R59_XRT_TunnelNormal,2,32528,400,-1,-1,-1,-1,-1,3161,41561,151704,1994887,41661,1999676
1774,R60_ONT_WorldMap,1,25343,400,-1,-1,-1,-1,-1,6723,96748,322700,4643799,96848,4648588
1775,R61_EGK_Swan_Lesson,0,76500,30,-1,-1,-1,-1,-1,0,77024,0,3697091,77024,3697092
1777,R63_ARG_DragonNoTatakai,1,7578,400,-1,-1,-1,-1,-1,1693,109864,81284,5273351,109874,5273828
1778,R64_NLD_Title,1,19753,400,-1,-1,-1,-1,-1,4846,110455,232624,5301715,110557,5306644
1779,R65_WGF_FashonShow,1,58214,400,-1,-1,-1,-1,-1,8473,73427,406672,3524443,73437,3524920
1780,R66_RLW_Move2,1,19707,400,-1,-1,-1,-1,-1,7174,80773,344344,3877019,80773,3877020
